ID,original_language,good_diacritic,good_sentence_raw,good_sentence,good_translation,good_source,good_page,good_num,bad_diacritic,bad_sentence_raw,bad_sentence,bad_translation,bad_source,bad_page,bad_num,phenomenon,paradigm
97,ind,g,"Saya sering sekali bicara dengan banyak orang-orang di berbagai masjid di segala penjuru Amerika Serikat jadi saya tidak ingat dengan siapa, di masjid yang mana.","Saya sering kali bercakap dengan ramai orang-orang di pelbagai masjid di segala penjuru Amerika Syarikat, jadi saya tidak ingat dengan siapa, di masjid yang mana.","I very often talk with many people in various mosques in all corners of the United States, so I don't remember who in which mosque it is.",Sato 2011,356,39,*,"Saya sering sekali bicara dengan banyak orang-orang di berbagai masjid di segala penjuru Amerika Serikat, jadi saya tidak ingat dengan siapa, di masjid yang mana itu.","Saya sering kali bercakap dengan ramai orang-orang di pelbagai masjid di segala penjuru Amerika Syarikat, jadi saya tidak ingat dengan siapa, di masjid yang mana itu.","I very often talk with many people in various mosques in all corners of the United States, so I don't remember who in which mosque it is.",Sato 2011,357,40,Ellipsis,sluicing
98,ind,g,"Saya sering sekali bicara dengan banyak orang-orang di berbagai masjid di segala penjuru Amerika Serikat, jadi saya tidak ingat dengan siapa, masjid yang mana.","Saya sering kali bercakap dengan ramai orang-orang di pelbagai masjid di segala penjuru Amarika Syarikat, jadi saya tidak ingat dengan siapa, masjid yang mana.","I very often talk with many people in various mosques in all corners of the United States, so I don't remember who in which mosque it is.",Sato 2011,356,39,*,"Saya sering sekali bicara dengan banyak orang-orang di berbagai masjid di segala penjuru Amerika Serikat, jadi saya tidak ingat dengan siapa, masjid yang mana itu.","Saya sering kali bercakap dengan ramai orang-orang di pelbagai masjid di segala penjuru Amarika Syarikat, jadi saya tidak ingat dengan siapa, masjid yang mana itu.","I very often talk with many people in various mosques in all corners of the United States, so I don't remember who in which mosque it is.",Sato 2011,357,40,Ellipsis,sluicing
611,ind,g,Dia menulisi dinding dengan namanya. ,Dia menulisi dinding dengan namanya.,He wrote his name on the wall.,Vamarasi 1999,84,5.50b,*,Dia menulisi dinding namanya.,Dia menulisi dinding namanya.,He wrote his name on the wall.,Vamarasi 1999,84,5.52,Argument Structure,applicative
100,ind,g,"Saya sering sekali bicara dengan banyak orang-orang di berbagai masjid di segala penjuru Amerika Serikat, jadi saya tidak ingat siapa, masjid yang mana.","Saya sering kali bercakap dengan ramai orang-orang di pelbagai masjid di segala penjuru Amarika Syarikat, jadi saya tidak ingat siapa, masjid yang mana.","I very often talk with many people in various mosques in all corners of the United States, so I don't remember who in which mosque it is.",Sato 2011,356,39,*,"Saya sering sekali bicara dengan banyak orang-orang di berbagai masjid di segala penjuru Amerika Serikat, jadi saya tidak ingat siapa, masjid yang mana itu.","Saya sering kali bercakap dengan ramai orang-orang di pelbagai masjid di segala penjuru Amarika Syarikat, jadi saya tidak ingat siapa, masjid yang mana itu.","I very often talk with many people in various mosques in all corners of the United States, so I don't remember who in which mosque it is.",Sato 2011,357,40,Ellipsis,sluicing
101,ind,g,Saya bertanya-tanya siapa yang beli apa kemarin.,Saya tertanya-tanya siapa yang beli apa semalam.,I wonder who bought what yesterday.,Sato 2011,365,57a,*,Saya bertanya-tanya apa yang siapa beli.,Saya tertanya-tanya apa yang siapa beli.,*I wonder what who bought.,Sato 2011,365,57b,Filler-gap,intervention effects
1125,ind,g,Suara Maria sangat menyenangkan John.,Suara Maria sangat menyenangkan John.,Maria's voice pleases John very much.,Sukarno 2003,291,73a,*,Suara Maria sangat menyenangi John.,Suara Maria sangat menyenangi John.,Maria's voice pleases John very much.,Sukarno 2003,291,74,Morphology,causativization
615,ind,g,Penanaman jagung akan terlambat.,Penanaman jagung akan terlambat.,Planting corn will be late.,Vamarasi 1999,85,5.57b,*,Penanaman ladangnya akan terlambat.,Penanaman ladangnya akan terlambat.,Planting his field will be late.,Vamarasi 1999,85,5.57c,Argument Structure,internal argument
1128,ind,g,Suara Maria sangat mencurigakan John.,Suara Maria sangat mencurigakan John.,Maria's voice made John (feel) so suspicious.,Sukarno 2003,292,76a,*,Suara Maria sangat mencurigai John.,Suara Maria sangat mencurigai John.,Maria's voice made John (feel) so suspicious.,Sukarno 2003,292,76b,Morphology,causativization
608,ind,g,Mia memberikan dirinya pada laki-laki itu.,Mia menyerahkan dirinya kepada lelaki itu.,Mia gave herself to that man.,Vamarasi 1999,80,5.36a,*,Mia memberi laki-laki itu dirinya. ,Mia menyerahkan lelaki itu dirinya.,Mia gave the man herself.,Vamarasi 1999,80,5.36b,Binding,anaphor
1121,ind,g,Suaranya menakutkan anak-anak.,Suaranya menakutkan kanak-kanak.,His voice scared the children.,Sukarno 2003,290,70b,*,Anak-anak ditakutkan suaranya.,Kanak-kanak ditakutkan suaranya.,The children were scared by his voice.,Sukarno 2003,291,72b,Argument Structure,animacy
108,ind,g,Anak yang rajin dan pandai ada di sini.,Kanak-kanak yang rajin dan pandai ada di sini.,Industrious and intelligent child is here.,Verhaar 1983 (adapted),49,23,*,Anak rajin dan pandai ada di sini.,Kanak-kanak rajin dan pandai ada di sini.,Industrious and intelligent child is here.,Verhaar 1983 (adapted),49,23,Nominal Structure,modifier
621,ind,g,Alilah yang kematian anak.,Alilah yang kematian anak.,It is Ali whose child died (on him).,Vamarasi 1999,100,6.21,*,Anaknyalah yang Ali kematian.,Anaknyalah yang Ali kematian.,It was his child that died on Ali.,Vamarasi 1999,100,6.27,Filler-gap,cleft
1140,ind,g,Padinya kuning.,Padi itu kuning.,The rice is yellow.,Sukarno 2003,301,87a,*,Padinya akan kuning.,Padi itu akan kuning.,The rice is going to be yellow.,Sukarno 2003,302,91,Argument Structure,aspect
629,ind,g,Saya menganggap bahwa dia bodoh.,Saya menganggap bahawa dia bodoh.,I consider that he is a fool.,Vamarasi 1999,123,7.5a,*,Saya menganggap dia bahwa bodoh.,Saya menganggap dia bahawa bodoh.,I consider him (to be) a fool.,Vamarasi 1999,123,7.7,Misc./Unknown,verbal structure
631,ind,g,Saya pikir bahwa orang itu telah melakukan kesalahan.,Saya fikir bahawa orang itu telah melakukan kesalahan.,I think that that person has made a mistake.,Vamarasi 1999,123,7.6a,*,Saya pikir orang itu bahwa telah melakukan kesalahan.,Saya fikir orang itu bahawa telah melakukan kesalahan.,I think that person to have made a mistake.,Vamarasi 1999,124,7.8,Misc./Unknown,verbal structure
633,ind,g,Saya mengira mereka saling mencium.,Saya menyangka mereka saling bercium.,I thought them to have kissed (each other).,Vamarasi 1999,127,7.21a,*,Mereka mengira saya saling mencium.,Mereka menyangka saya saling bercium.,They thought me to have kissed each other.,Vamarasi 1999,127,7.21b,Binding,reciprocal
638,ind,g,Ia mengijinkan kami supaya kami berbicara.,Dia mengizinkan supaya kami bercakap.,He permitted (that) I speak.,Vamarasi 1999 (adapted),138,8.7a,*,Ia mengijinkan kami supaya kami telah berbicara.,Dia mengizinkan kami supaya kami telah bercakap.,He permitted (that) we have spoken.,Vamarasi 1999,138,8.11,Control/Raising,complementation
639,ind,g,Ia mengijinkan kami untuk berbicara.,Dia mengizinkan kami untuk bercakap.,He permitted us to speak.,Vamarasi 1999 (adapted),138,8.7b,*,Ia mengijinkan kami untuk telah berbicara.,Dia mengizinkan kami untuk telah bercakap.,He permitted us to have spoken.,Vamarasi 1999,138,8.9,Control/Raising,object control
643,ind,g,Ia memaksa saya untuk mengambilnya.,Dia memaksa saya untuk mengambilnya.,He forced me to take it.,constructed,nan,nan,*,Ia memaksa itu untuk saya mengambilnya. ,Dia memaksa itu untuk saya mengambilnya.,He forced that for me to take it.,Vamarasi 1999,140,8.23,Control/Raising,object control
644,ind,g,Ia memaksa saya untuk mengambilnya.,Dia memaksa saya untuk mengambilnya.,He forced me to take it.,constructed,nan,nan,*,Ia memaksa itu untuk saya mengambil.,Dia memaksa itu untuk saya mengambilnya.,He forced that for me to take.,Vamarasi 1999,140,8.23,Control/Raising,object control
646,ind,g,Pencuri memaksa dirinya untuk kami memberikan uang kepadanya.,Pencuri memaksa dirinya untuk kami memberinya wang.,The thief forced himself for us to give money to him.,constructed,nan,nan,*,Pencuri memaksa dirinya untuk kami memberikan uang.,Pencuri memaksa dirinya untuk kami memberi wang.,The thief forced himself for us to give money.,Vamarasi 1999 (adapted),140,8.24,Control/Raising,object control
140,zsm,g,Perlahan-lahan mereka menyangka mereka diperdaya olehnya.,Perlahan-lahan mereka menyangka mereka diperdaya olehnya.,They gradually started to suspect that they had been cheated by him/her.,Soh & Nomoto 2014 (adapted),164,42b,*,Perlahan-lahan mereka sangka mereka diperdaya olehnya.,Perlahan-lahan mereka sangka mereka diperdaya olehnya.,They gradually started to suspect that they had been cheated by him/her.,Soh & Nomoto 2014 (adapted),164,42b,Argument Structure,aspect
653,ind,g,Dia mau untuk berangkat besok.,Dia mahu untuk berangkat esok.,He wants to leave tomorrow.,Vamarasi 1999,144,8.35a,*,Dia telah untuk berangkat besok.,Dia telah untuk berangkat esok.,He already will leave tomorrow.,Vamarasi 1999,144,8.35b,Control/Raising,subject control
652,ind,g,Dia ingin untuk berangkat besok.,Dia ingin untuk berangkat esok.,He wants to leave tomorrow.,Vamarasi 1999,144,8.35a,*,Dia sudah untuk berangkat besok.,Dia sudah untuk berangkat esok.,He already will leave tomorrow.,Vamarasi 1999,144,8.35b,Control/Raising,subject control
2285,zsm,g,Dia tidak tahu langsung tentang selok belok perniagaan.,Dia tidak tahu langsung tentang selok-belok perniagaan.,He does not know anything about the ins and outs of business.,Zoraida 2006,74,11b,*,Dia tahu langsung tentang selok belok perniagaan.,Dia tahu langsung tentang selok-belok perniagaan.,He knows anything about the ins and outs of business.,Zoraida 2006,74,11e,NPI Licensing,NPI
660,ind,g,Dia perlu untuk berangkat besok.,Dia perlu untuk berangkat esok.,He needs to leave tomorrow.,Vamarasi 1999,144,8.35a,*,Dia boleh untuk berangkat besok.,Dia boleh untuk berangkat esok.,He may leave tomorrow.,Vamarasi 1999,144,8.35b,Control/Raising,subject control
661,ind,g,Dia mau untuk berangkat besok.,Dia mahu untuk berangkat esok.,He wants to leave tomorrow.,Vamarasi 1999,144,8.35a,*,Dia bisa untuk berangkat besok.,Dia boleh untuk berangkat esok.,He can leave tomorrow.,Vamarasi 1999,144,8.35b,Control/Raising,subject control
1175,ind,g,Tolong jatuhkan bola itu.,Tolong jatuhkan bola itu.,Please drop the ball!,Sukarno 2003,317,121a,*,Tolong menjatuhkan bola itu.,Tolong menjatuhkan bola itu.,Please drop the ball!,Sukarno 2003,317,121b,Morphology,voice
1178,ind,g,Tolong rokoknya dibelikan.,Tolong rokok itu dibelikan.,Please buy the cigarrete.,Sukarno 2003,317,122b,*,Tolong rokok dibelikan.,Tolong rokok dibelikan.,Please cigarette be bought!,Sukarno 2003,317,122b,Argument Structure,passive
670,ind,g,Saya menyukai anak lelaki itu.,Saya menyukai anak lelaki itu.,I like that person.,constructed,nan,nan,*,Saya menyuka anak lelaki itu.,Saya menyuka anak lelaki itu.,I like that boy.,Vamarasi 1999,147,8.45b,Argument Structure,applicative
671,ind,g,Dia suka baju itu.,Dia suka baju itu.,He likes the clothes.,constructed,nan,nan,*,Dia sukanya.,Dia sukanya.,He likes it/him.,Vamarasi 1999,147,8.46b,Misc./Unknown,pronoun
162,zsm,g,Saya dapat membeli tiket itu.,Saya dapat membeli tiket itu.,I got (managed) to buy the ticket.,Soh & Nomoto 2014,170,56a,*,Saya mendapat membeli tiket itu.,Saya mendapat membeli tiket itu.,I got (managed) to buy the ticket.,Soh & Nomoto 2014,170,56b,Morphology,part of speech
675,ind,g,Perawat hendak memandikannya.,Jururawat hendak memandikannya.,The nurse wanted to bathe him.,Vamarasi 1999,149,8.52,*,Perawat hendak akan memandikannya.,Jururawat hendak akan memandikannya.,The nurse wants to will bathe him.,Vamarasi 1999,152,8.77,Control/Raising,complementation
164,zsm,g,Tiket itu dapat dibeli.,Tiket itu dapat dibeli.,The ticket got bought.,Soh & Nomoto 2014,170,57a,*,Tiket itu mendapat dibeli.,Tiket itu mendapat dibeli.,The ticket got bought.,Soh & Nomoto 2014,170,57b,Morphology,part of speech
1194,ind,g,Buku itu sudah saya baca.,Buku itu sudah saya baca.,That book has been read by me.,Sukarno 2003,338,159a,*,Buku itu saya sudah membaca.,Buku itu saya sudah membaca.,That book has been read by me.,Sukarno 2003,338,159b,Argument Structure,passive
170,ind,g,Siti pikir Tono membeli buku di toko buku.,Siti fikir Tono membeli buku di kedai buku.,Siti thinks Tono bought a book at the book store.,"Cole, Hermon & Yanti 2008",1505,7,*,"Buku, Siti pikir Tono membeli di toko buku.","Buku, Siti fikir Tono membeli di kedai buku.","A book, Siti thinks Tono bought at the book store.","Cole, Hermon & Yanti 2008",1505,9,Filler-gap,topicalization
1196,ind,g,Kamu katakan kita membeli apa di mana?,Awak katakan kita membeli apa di mana?,What did you mention where we bought?,Sato & Yuliani 2008,273,3a,*,Apa yang kamu katakan di mana kita beli?,Apa yang awak katakan di mana saya beli?,What do you mention where we bought?,Sato & Yuliani 2008,273,2a,Island effects,wh- island
685,ind,g,Niko mau dibuatkan kue oleh anaknya.,Niko mahu dibuatkan kuih oleh anaknya.,Niko wants to be made a cake by his child.,Vamarasi 1999,151,8.66,*,Niko mau anaknya membuatkan kue untuk.,Niko mahu anaknya membuatkan kuih untuk.,Niko wants his child to make a cake for (him).,Vamarasi 1999,150,8.62,Control/Raising,subject control
683,ind,g,Pria tidak ingin disaingi isterinya.,Lelaki tidak ingin disaingi isterinya.,Men don't want to be competed against by their wives.,Vamarasi 1999,150,8.64,*,Pria tidak ingin isterinya menyaingi.,Lelaki tidak ingin isterinya menyaingi.,Men don't want their wives to compete (with them).,Vamarasi 1999,150,8.6,Control/Raising,subject control
2224,ind,g,Ada dua naskhah majalah di atas meja.,Ada dua naskhah majalah di atas meja.,There are two magazines on the table.,Nomoto 2013,114,31,*,Ada dua naskhah majalah itu di atas meja.,Ada dua naskhah majalah itu di atas meja.,There are the two magazines on the table.,Nomoto 2013,114,31,Argument Structure,internal argument
689,ind,g,Dia pergi untuk bisa bermain.,Dia pergi untuk dapat bermain.,He went to be able to play.,Vamarasi 1999,155,8.92,*,Dia pergi untuk sudah bermain.,Dia pergi untuk sudah bermain.,He went to be able already play.,Vamarasi 1999,155,8.92,Control/Raising,complementation
2225,zsm,g,Saya ingin membeli sebuah buku.,Saya ingin membeli sebuah buku.,I want to buy a book.,constructed,nan,nan,*,Saya ingin membeli buah buku.,Saya ingin membeli buah buku.,I want to buy a book.,Nomoto & Soh 2019,490,40,Quantifiers,classifier
2227,zsm,g,Dia juga nak ke sana.,Dia juga nak ke sana.,S/he also want to go there.,Nomoto & Soh 2019,498,67a,*,Dia juga nak ke.,Dia juga nak ke.,S/he also want to go there.,Nomoto & Soh 2019,498,67a,Ellipsis,nominal ellipsis
2228,zsm,g,Ali tidak suka pada mereka.,Ali tidak suka pada mereka.,Ali doesn't like them.,Nomoto & Soh 2019,498,67b,*,Ali tidak suka pada.,Ali tidak suka pada.,Ali doesn't like them.,Nomoto & Soh 2019,498,67b,Ellipsis,nominal ellipsis
181,ind,g,Anak itu selalu diberikan apa oleh ibunya?,Anak itu selalu diberi apa oleh ibunya?,What is always given to the child by his mother?,"Cole, Hermon & Yanti 2008",1511,31c,*,Apa yang anak itu selalu diberikan oleh ibunya?,Apa yang anak itu selalu diberi oleh ibunya?,What is always given to the child by his mother?,"Cole, Hermon & Yanti 2008",1511,31d,Filler-gap,wh- question
1205,ind,g,Esti membeli buku di mana?,Esti membeli buku di mana?,Where did Esti buy a book?,Sato & Yuliani 2008,284,33c,*,Esti membeli buku bagaimana? ,Esti membeli buku bagaimana?,How did Esti buy a book?,Sato & Yuliani 2008,284,33d,Filler-gap,wh- question
183,ind,g,Buku ini tidak akan kami baca.,Buku ini tidak akan kami baca.,This book will not be read by us.,"Cole, Hermon & Yanti 2008",1512,37a,*,Buku ini kami tidak akan baca.,Buku ini kami tidak akan baca.,This book will not be read by us.,"Cole, Hermon & Yanti 2008",1512,37b,Filler-gap,topicalization
184,ind,g,Kami tidak akan membaca buku ini.,Kami tidak akan membaca buku ini.,We will not read this book.,"Cole, Hermon & Yanti 2008",1512,38,*,Tidak akan kami membaca buku ini.,Tidak akan kami membaca buku ini.,We will not read this book.,"Cole, Hermon & Yanti 2008",1512,39,Misc./Unknown,verbal structure
693,ind,g,Jarinya terpotong gergaji.,Jarinya terpotong gergaji.,His finger has been cut with a saw.,Grangé 2013,68,21a,*,Jarinya dipotong gergaji.,Jarinya dipotong gergaji.,His finger has been cut by a saw.,Grangé 2013,69,21b,Argument Structure,animacy
2234,zsm,g,Dia ada tiga buah buku.,Dia ada tiga buah buku.,Sha has three books.,Carson 2000,7,15,*,Dia ada tiga buah buku-buku.,Dia ada tiga buah buku-buku.,Sha has three books.,Carson 2000,7,16,Morphology,inflection
187,ind,g,Buku yang tidak akan kami baca sangat menarik.,Buku yang tidak akan kami baca sangat menarik.,The book that we will not read is very interesting.,"Cole, Hermon & Yanti 2008",1513,42a,*,Buku yang kami tidak akan baca sangat menarik.,Buku yang kami tidak akan baca sangat menarik.,The book that we will not read is very interesting.,"Cole, Hermon & Yanti 2008",1513,42b,Filler-gap,relative clause
1212,zsm,g,Saya tahu namanya.,Saya tahu namanya.,I know his/her name.,Soh 2013,162,9a,*,Saya mengetahu namanya.,Saya mengetahu namanya.,I know his/her name.,Soh 2013,162,9b,Argument Structure,aspect
2236,zsm,g,Tiga ekor kuda panas.,Tiga ekor kuda itu demam.,The three horses have a fever.,Carson 2000 (adapted),13,27,*,Tiga kuda panas.,Tiga kuda itu demam.,The three horses have a fever.,Carson 2000 (adapted),13,26,Quantifiers,classifier
2238,zsm,g,Budak-budak itu memetik tiga buah rambutan.,Budak-budak itu memetik tiga biji rambutan.,The children are picking three rambutan fruits.,Carson 2000,37,41,*,Budak-budak itu memetik tiga buah-buah rambutan.,Budak-budak itu memetik tiga biji-biji rambutan.,The children are picking three rambutan fruits.,Carson 2000,37,42,Quantifiers,classifier
703,ind,g,Buku itu saya baca.,Buku itu saya baca.,"The book, I read.",Arka & Manning 1998,2,3a,*,Buku itu dibacaku.,Buku iti dibacaku.,I read the book.,Arka & Manning 1998,2,4a,Verbal Agreement,person constraint
2233,zsm,g,Budak-budak itu telah menerima empat buah hadiah.,Budak-budak itu telah menerima empat buah hadiah.,The children received four prizes.,Carson 2000,6,12,*,Budak-budak itu telah menerima empat buah-buah hadiah.,Budak-budak itu telah menerima empat buah-buah hadiah.,The children received four prizes.,Carson 2000,6,13,Quantifiers,classifier
2241,zsm,g,Saya pergi ke kedai untuk membeli lima helai sarung.,Saya pergi ke kedai untuk membeli lima helai sarung.,I'm going to the shop to buy five sarongs.,Carson 2000,89,15,*,Saya pergi ke kedai untuk membeli lima buah sarung.,Saya pergi ke kedai untuk membeli lima buah sarung.,I'm going to the shop to buy five sarongs.,Carson 2000,89,16,Quantifiers,classifier
2242,zsm,g,Ali menjual kereta sendiri.,Ali menjual kereta sendiri.,Ali sold his own car.,Nomoto 2015 (adapted),226,17,*,Ali menjual kereta saya sendiri.,Ali menjual kereta saya sendiri.,Ali sold my own car.,Nomoto 2015,226,19,Morphology,reflexive
707,ind,g,Saya yang menyerahkan diri saya ke polisi.,Saya yang menyerahkan diri saya ke polis.,It is me who surrendered myself to the police.,Arka & Manning 1998,3,5b,*,Diri saya yang saya menyerahkan ke polisi.,Diri saya yang saya menyerahkan ke polis.,It is myself that I surrendered to the police.,Arka & Manning 1998,3,5c,Binding,anaphor
2244,zsm,g,Ahmad fikir dirinya sendiri akan pergi ke KL besok.,Ahmad fikir dirinya sendiri akan pergi ke KL besok.,Ahmad thinks he himself will go to KL tomorrow.,Nomoto 2011,8,25a,*,Ahmad fikir diri akan pergi ke KL besok.,Ahmad fikir diri akan pergi ke KL besok.,Ahmad thinks he himself will go to KL tomorrow.,Nomoto 2011,8,25a,Morphology,reflexive
2245,zsm,g,Ahmad fikir dirinya sendiri akan pergi ke KL besok.,Ahmad fikir dirinya sendiri akan pergi ke KL besok.,Ahmad thinks he himself will go to KL tomorrow.,Nomoto 2011,8,25a,*,Ahmad fikir diri sendiri akan pergi ke KL besok.,Ahmad fikir diri sendiri akan pergi ke KL besok.,Ahmad thinks he himself will go to KL tomorrow.,Nomoto 2011,8,25a,Binding,anaphor
2246,zsm,g,Ali memukul dirinya.,Ali memukul dirinya.,Ali hit himself.,Nomoto 2011,8,25b,*,Ali memukul diri.,Ali memukul diri.,Ali hit himself.,Nomoto 2011,8,25b,Binding,anaphor
711,ind,g,Dirinya yang dia ajukan sebagai calon.,Dirinya yang dia ajukan sebagai calon.,It is himself that he nominated as a candidate.,Arka & Manning 1998,4,7a,??,Dirinya yang diajukan sebagai calon olehnya.,Dirinya yang diajukan sebagai calon olehnya.,It is himself that is nominated as a candidate by him/her.,Arka & Manning 1998,4,7b,Filler-gap,cleft
709,ind,g,Amir menyerahkan dirinya ke polisi.,Amir menyerahkan dirinya ke polis.,Amir surrendered himself to the police.,constructed,nan,nan,?*,Dirinya diserahkan ke polisi oleh Amir.,Dirinya diserahkan ke polis oleh Amir.,Himself was surrendered to the police by Amir.,Arka & Manning 1998,4,6a,Binding,anaphor
710,ind,g,Dirinya yang Amir ajukan sebagai calon.,Dirinya yang Amir ajukan sebagai calon.,It is himself that Amir nominated as a candidate.,Arka & Manning 1998 (adapted),4,7a,??,Dirinya diajukan sebagai calon oleh Amir.,Dirinya diajukan sebagai calon oleh Amir.,Self was nominated as a candidate.,Arka & Manning 1998,4,6b,Binding,anaphor
708,ind,g,Saya menyerahkan diri saya ke polisi.,Saya menyerahkan diri saya ke polis.,I surrendered myself to the police.,Arka & Manning 1998,3,5a,*,Diri saya menyerahkan saya ke polisi.,Diri saya menyerahkan saya ke polis.,Myself surrendered I to the police.,Arka & Manning 1998,3,5e,Binding,anaphor
2251,ind,g,Kemarin Budi meminjam buku kamu. Sekarang bukunya ada pada John.,Semalam Budi meminjam buku awak. Sekarang buku itu ada pada John.,"Yesterday Budi borrowed the book of yours. Now, the book is with John.",Kadaryanto 2010,40,42a,*,Kemarin Budi meminjam buku kamu. Sekarang buku ada pada John.,Semalam Budi meminjam buku awak. Sekarang buku ada pada John.,"Yesterday Budi borrowed the book of yours. Now, the book is with John.",Kadaryanto 2010,40,42a,Nominal Structure,modifier
712,ind,g,Dirinya yang dia ajukan sebagai calon.,Dirinya yang dia ajukan sebagai calon.,It is himself that he nominated as a candidate.,Arka & Manning 1998,4,7a,??,Dirinya yang diajukan sebagai calon oleh dia.,Dirinya yang diajukan sebagai calon oleh dia.,It is himself that is nominated as a candidate by him/her.,Arka & Manning 1998,4,7b,Binding,anaphor
1228,ind,g,Penolakan adalah perbuatan menolak.,Penolakan adalah perbuatan menolak.,Refusal means the action of refusing.,Grangé 2015,153,58,*,Ditolaknya adalah perbuatan menolak.,Ditolaknya adalah perbuatan menolak.,The fact that is refused means…,Grangé 2015 (adapted),153,59,Morphology,nominalization
1222,ind,g,Ditolaknya cabai Indonesia oleh pasar Taiwan memukul usaha ekspor cabai.,Ditolaknya cili Indonesia oleh pasar Taiwan menjejaskan usaha eksport cili.,(the fact that) Indonesian chilli is rejected by the Taiwan market hits the chilli export business hard.,Grangé 2015 (adapted),146,34,*,Pasar Taiwan menolaknya cabai Indonesia memukul usaha ekspor cabai.,Pasar Taiwan menolaknya cili Indonesia menjejaskan usaha eksport cili.,(the fact that) The Taiwan market rejects Indonesian chilli hits the chilli export business hard.,Grangé 2015,145,32,Morphology,nominalization
1223,ind,g,Ditolaknya cabai Indonesia oleh pasar Taiwan memukul usaha ekspor cabai.,Ditolaknya cili Indonesia oleh pasar Taiwan menjejaskan usaha eksport cili.,(the fact that) Indonesian chilli is rejected by the Taiwan market hits the chilli export business hard.,Grangé 2015 (adapted),146,34,*,Cabai Indonesia ditolaknya oleh pasar Taiwan memukul usaha ekspor cabai.,Cili Indonesia ditolaknya oleh pasar Taiwan menjejaskan usaha eksport cili.,(the fact that) Indonesian chilli is rejected by the Taiwan market hits the chilli export business hard.,Grangé 2015,146,33,Morphology,nominalization
1232,ind,g,Menurunnya Rupiah merugikan ekonomi Indonesia.,Menurunnya Rupiah merugikan ekonomi Indonesia.,The fact that Rupiah falls harms the Indonesian economy.,Grangé 2015,162,81,*,Bahwa Rupiah menurun itu merugikan ekonomi Indonesia.,Bahawa Rupiah menurun itu merugikan ekonomi Indonesia.,That Rupiah falls harms the Indonesian economy.,Grangé 2015,162,80,Morphology,nominalization
1233,ind,g,Menurunnya Rupiah merugikan ekonomi Indonesia.,Menurunnya Rupiah merugikan ekonomi Indonesia.,The fact that Rupiah falls harms the Indonesian economy.,Grangé 2015,162,81,*,Bahwa Rupiah menurun merugikan ekonomi Indonesia.,Bahawa Rupiah menurun merugikan ekonomi Indonesia.,That Rupiah falls harms the Indonesian economy.,Grangé 2015,162,80,Morphology,nominalization
722,ind,g,Dirinya yang dia serahkan ke polisi.,Dirinya yang dia serahkan ke polis.,It is herself/himself that (s)he surrendered to the police.,Arka & Manning 1998 (adapted),7,17c,*,Dirinya yang dia menyerahkan ke polisi.,Dirinya yang dia menyerahkan ke polis.,It is herself/himself that (s)he surrendered to the police.,Arka & Manning 1998,7,18b,Filler-gap,cleft
723,ind,g,Dia yang tidak ingat dengan dirinya.,Dia yang tidak ingat dengan dirinya.,(S)he did not remember herself/himself.,Arka & Manning 1998 (adapted),7,19a,*,Dengan dirinya yang dia tidak ingat.,Dengan dirinya yang dia tidak ingat.,(S)he did not remember herself/himself.,Arka & Manning 1998,7,19b,Filler-gap,cleft
2260,zsm,g,Faridah membeli baju itu untuk dirinya sendiri.,Faridah membeli baju itu untuk dirinya sendiri.,Faridah bought the clothes for herself.,Nomoto 2011 (adapted),8,25c,*,Faridah membeli baju itu untuk diriku sendiri.,Faridah membeli baju itu untuk diriku sendiri.,Faridah bought the clothes for herself.,Nomoto 2011 (adapted),8,25c,Morphology,reflexive
2261,zsm,g,Ali memukul dirinya sendiri.,Ali memukul dirinya sendiri.,Ali hit himself.,Nomoto 2011 (adapted),8,25b,*,Ali memukul dirimu sendiri.,Ali memukul dirimu sendiri.,Ali hit himself.,Nomoto 2011 (adapted),8,25b,Morphology,reflexive
2262,zsm,g,Faridah membeli baju itu untuk dirinya sendiri.,Faridah membeli baju itu untuk dirinya sendiri.,Faridah bought the clothes for herself.,Nomoto 2011 (adapted),8,25c,*,Faridah membeli baju itu untuk dirimu sendiri.,Faridah membeli baju itu untuk dirimu sendiri.,Faridah bought the clothes for herself.,Nomoto 2011 (adapted),8,25c,Morphology,reflexive
2263,zsm,g,Aku memukul diriku.,Aku memukul diriku.,I hit myself.,constructed,nan,nan,*,Aku memukul dirinya.,Aku memukul dirinya.,I hit myself.,Nomoto 2011 (adapted),8,25b,Morphology,reflexive
1239,ind,g,Adit bukan gurunya Udin.,Adit bukan guru Udin.,Adit is not Udin’s teacher.,Besier 2021,25,20,*,Adit bukan adalah gurunya Udin.,Adit bukan adalah guru Udin.,Adit is not Udin’s teacher.,Besier 2021,25,18,Misc./Unknown,copula
1236,ind,g,Adit masih gurunya Udin.,Adit masih guru Udin.,Adit is still Udin's teacher.,constructed,nan,nan,*,Adit masih adalah gurunya Udin.,Adit masih adalah guru Udin.,Adit is still Udin's teacher.,Besier 2021,24,12,Misc./Unknown,copula
2266,zsm,g,Kamu membeli baju itu untuk dirimu.,Kamu membeli baju itu untuk dirimu.,You bought the clothes for yourself.,Nomoto 2011 (adapted),8,25c,*,Kamu membeli baju itu untuk dirinya.,Kamu membeli baju itu untuk dirinya.,You bought the clothes for yourself.,Nomoto 2011 (adapted),8,25c,Morphology,reflexive
